News_Source,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets_Ago
Fox,"Delaware police find abandoned home -- in the middle of the road
https://t.co/vMOSNb2IXE",Wed Jun 27 17:45:32 +0000 2018,-0.4588,0.0,0.2,0.8,81
Fox,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/dVtQIGyy27,Wed Jun 27 17:29:23 +0000 2018,0.0,0.0,0.0,1.0,82
Fox,"Halo Top is 'dramatically' under-filling pints, lawsuit alleges https://t.co/KKweNTKPFU",Wed Jun 27 17:16:54 +0000 2018,-0.0258,0.168,0.178,0.654,83
Fox,University ends restrictive campus speech policy after student group's lawsuit (via @calebparke) https://t.co/4zxwcTSwFx,Wed Jun 27 17:09:07 +0000 2018,-0.2263,0.0,0.137,0.863,84
Fox,OPINION: @LizPeek: Trump's success has Democrats freaking out – But that's still no excuse for bad behavior https://t.co/A4EzI9jySn,Wed Jun 27 16:57:17 +0000 2018,-0.7684,0.15,0.374,0.475,85
Fox,Joe Jackson's life and career: 3 things to know about the famous patriarch https://t.co/LDYI7aaZfX,Wed Jun 27 16:53:41 +0000 2018,0.0,0.0,0.0,1.0,86
Fox,"RT @FoxBusiness: .@POTUS: ""Thanks to our massive tax cuts, young men and women entering the workforce are keeping more and more of the mone…",Wed Jun 27 16:52:37 +0000 2018,0.1779,0.107,0.081,0.812,87
Fox,"RT @FoxBusiness: .@POTUS: ""Unemployment for people under the age of 24 is the lowest in almost 50 years."" https://t.co/BkFj7J9Xmy",Wed Jun 27 16:47:12 +0000 2018,-0.6705,0.0,0.244,0.756,88
Fox,"RT @FoxBusiness: .@POTUS: ""Our economy is booming. Confidence is soaring. There's never been a  better time to be young and to be American.…",Wed Jun 27 16:46:59 +0000 2018,0.2249,0.128,0.094,0.778,89
Fox,Joe Jackson reportedly dead at 89: Celebs react to the loss of the famous patriarch https://t.co/xD7E4YtygS https://t.co/WDW1ZThHBY,Wed Jun 27 16:46:25 +0000 2018,-0.765,0.0,0.306,0.694,90
Fox,"RT @FoxBusiness: .@POTUS: ""We must honor and respect our great American Flag."" https://t.co/HMkUF7dw7Y",Wed Jun 27 16:34:46 +0000 2018,0.886,0.51,0.0,0.49,91
Fox,"RT @FoxBusiness: .@POTUS: ""You have to believe in protecting the entire Constitution, as written, including the right to free speech. And t…",Wed Jun 27 16:34:35 +0000 2018,0.5106,0.136,0.0,0.864,92
Fox,"RT @FoxBusiness: .@POTUS: ""We believe in free speech on college campuses, not censorship. Institutions of higher learning should be forms f…",Wed Jun 27 16:34:29 +0000 2018,0.5106,0.142,0.0,0.858,93
Fox,"RT @FoxBusiness: .@POTUS: ""From a military standpoint, space. You know all about 'space force.' Space is a very big factor in the Trump adm…",Wed Jun 27 16:34:23 +0000 2018,0.0,0.0,0.0,1.0,94
Fox,"JUST IN: Man accused of driving into crowd at Charlottesville rally, killing 1 person, charged with federal hate cr… https://t.co/aS4zIhAcGy",Wed Jun 27 16:32:42 +0000 2018,-0.9022,0.0,0.446,0.554,95
Fox,U.S. National Security Advisor John Bolton holds a news conference. https://t.co/kzBKUo0UVJ,Wed Jun 27 16:19:54 +0000 2018,0.34,0.211,0.0,0.789,96
Fox,".@POTUS delivers remarks at the ""Face-to-Face With Our Future"" event. https://t.co/CmtgwMhNMK",Wed Jun 27 16:18:47 +0000 2018,0.0,0.0,0.0,1.0,97
Fox,"RT @FoxBusiness: Larry Kudlow: ""President Trump is a trade reformer...Don't blame him for all the evils and the breakdown of the WTO and ot…",Wed Jun 27 16:14:52 +0000 2018,-0.3948,0.076,0.138,0.785,98
Fox,"RT @FoxBusiness: Larry Kudlow: ""[President Trump] is a free trader and he would like to see a new world trading system. The current one is…",Wed Jun 27 16:14:42 +0000 2018,0.7003,0.216,0.0,0.784,99
Fox,"RT @FoxBusiness: Larry Kudlow on his health: ""I feel great. Great to be back. To quote one of my heroes Mark Twain: 'Rumors of my demise we…",Wed Jun 27 16:14:28 +0000 2018,0.91,0.324,0.0,0.676,100
New_York_Times,"On a big day in the World Cup, here’s a diversion: We removed the ball from photos of group-stage games. See if you… https://t.co/PjBxxz2DxG",Thu Jun 28 00:32:07 +0000 2018,0.0,0.0,0.0,1.0,1
New_York_Times,"RT @emilybazelon: Well, here are my thoughts on the retirement of Justice Kennedy.

https://t.co/4vEYBgHMZK",Thu Jun 28 00:17:05 +0000 2018,0.6705,0.314,0.0,0.686,2
New_York_Times,A Kansas City immigration lawyer said she broke her foot after being pushed to the ground by an ICE officer. She wa… https://t.co/utMRWvXuEX,Thu Jun 28 00:02:07 +0000 2018,-0.4215,0.0,0.118,0.882,3
New_York_Times,The front-runners and full list of potential Supreme Court nominees https://t.co/zxRZ41GWLu,Wed Jun 27 23:47:06 +0000 2018,0.5574,0.265,0.0,0.735,4
New_York_Times,"Terry Crews says he won't be in ""The Expendables 4"" after a producer tried to get him to drop his sexual assault la… https://t.co/zTlHKBR7KL",Wed Jun 27 23:32:06 +0000 2018,-0.7096,0.0,0.219,0.781,5
New_York_Times,"RT @nytopinion: My father, Fred Korematsu, would have been upset that the court overturned his case only to uphold President Trump’s travel…",Wed Jun 27 23:17:04 +0000 2018,-0.3818,0.0,0.11,0.89,6
New_York_Times,"In 1983, the slashed, scarred body of a 23-year-old black man was discovered in a grassy roadside area in a Georgia… https://t.co/k51to4KlDm",Wed Jun 27 23:03:03 +0000 2018,-0.2263,0.0,0.095,0.905,7
New_York_Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ejfYV4pKni,Wed Jun 27 22:47:05 +0000 2018,0.0,0.0,0.0,1.0,8
New_York_Times,"The world’s tropical forests lost roughly 39 million acres of trees last year, an area roughly the size of Banglade… https://t.co/3xx3rdpeNY",Wed Jun 27 22:32:05 +0000 2018,-0.3182,0.0,0.103,0.897,9
New_York_Times,"RT @nytvideo: “Women like me aren’t supposed to run for office,” Alexandria Ocasio-Cortez said in a campaign video last month. In a stunnin…",Wed Jun 27 22:17:04 +0000 2018,0.3612,0.111,0.0,0.889,10
New_York_Times,"Germany, the defending World Cup champion, took its earliest exit from the tournament since 1938 https://t.co/e0hFEMidIb",Wed Jun 27 22:01:06 +0000 2018,0.5994,0.206,0.0,0.794,11
New_York_Times,"RT @NYTSports: For women who work as sports reporters, #MeToo isn’t just a movement, it’s often their everyday reality. https://t.co/o0YbUp…",Wed Jun 27 21:51:05 +0000 2018,0.0,0.0,0.0,1.0,12
New_York_Times,"13 years after escaping from a Wichita zoo, No. 492 is the flamingo that keeps on surviving https://t.co/7uhrgQx1hJ",Wed Jun 27 21:42:02 +0000 2018,0.0516,0.173,0.112,0.714,13
New_York_Times,RT @malachybrowne: A peek behind our investigation into claims by Syrian and Russian officials that the chemical weapons attack in Douma on…,Wed Jun 27 21:26:06 +0000 2018,-0.7184,0.0,0.24,0.76,14
New_York_Times,"A year and a half after a New York Times correspondent was kicked out of Venezuela, he returned to see how people a… https://t.co/7jChD5QJC5",Wed Jun 27 21:11:44 +0000 2018,0.0,0.0,0.0,1.0,15
New_York_Times,"On the streets of Caracas, homeless kids play with a wad of bolívar bills like it’s Monopoly money. All of this isn… https://t.co/a27fQZPuyJ",Wed Jun 27 21:06:21 +0000 2018,0.5994,0.197,0.0,0.803,16
New_York_Times,Runaway inflation has thrown Venezuela into chaos and made food and medicine desperately scarce… https://t.co/p8Vk9of1Z1,Wed Jun 27 21:03:18 +0000 2018,-0.743,0.0,0.326,0.674,17
New_York_Times,The police officer who killed Antwon Rose failed basic police procedures and made statements to investigators that… https://t.co/yLyFUvUOwL,Wed Jun 27 20:55:02 +0000 2018,-0.8316,0.0,0.328,0.672,18
New_York_Times,Trump administration officials that it would be difficult to comply with the timetable in a federal court order req… https://t.co/WnK6hCWr9w,Wed Jun 27 20:40:06 +0000 2018,-0.3612,0.0,0.122,0.878,19
New_York_Times,Stories of how we communicate about sex and intimacy are rare. That’s where you come in. https://t.co/WgP4PnJa0m,Wed Jun 27 20:25:03 +0000 2018,0.0,0.0,0.0,1.0,20
New_York_Times,Breaking News: Senate Majority Leader Mitch McConnell promised a quick vote on a Supreme Court nominee by fall. Dem… https://t.co/5TmPPJ6Glh,Wed Jun 27 20:14:57 +0000 2018,0.7269,0.276,0.0,0.724,21
New_York_Times,Teachers’ unions could lose up to a third of their members and funding as a result of the Supreme Court decision https://t.co/cPDS7sOlgc,Wed Jun 27 20:10:05 +0000 2018,0.2263,0.148,0.111,0.741,22
New_York_Times,Thousands of fans gathered in Florida for a memorial service to mourn the controversial rapper XXXTentacion https://t.co/S7EzgTBuL1,Wed Jun 27 19:55:03 +0000 2018,-0.5574,0.0,0.247,0.753,23
New_York_Times,"RT @nytopinion: What does the Supreme Court decision on unions mean? Several takes here:

""Workers are standing up and fighting, and they h…",Wed Jun 27 19:40:12 +0000 2018,0.2732,0.133,0.092,0.775,24
New_York_Times,Mitch McConnell said the Senate would vote to replace Justice Anthony Kennedy this fall https://t.co/DbdzxTgpnE,Wed Jun 27 19:25:04 +0000 2018,0.5267,0.195,0.0,0.805,25
New_York_Times,Switzerland dominated possession in the first half of their match against Costa Rica. But as Germany showed earlier… https://t.co/DU2HxkLmhp,Wed Jun 27 19:10:08 +0000 2018,0.0,0.0,0.0,1.0,26
New_York_Times,Benicio Del Toro is now one of only a few Latinos to headline a film franchise released by Hollywood https://t.co/Uxz6HFiZhH,Wed Jun 27 18:55:07 +0000 2018,0.0,0.0,0.0,1.0,27
New_York_Times,"There are over 100,000 people on the waiting list to join the dating app Raya https://t.co/FLQ5gZWbm5",Wed Jun 27 18:42:34 +0000 2018,0.296,0.128,0.0,0.872,28
New_York_Times,The U.S. Open is revamping its seeding process to protect women returning to the court after giving birth. Serena W… https://t.co/NULz1eKCTz,Wed Jun 27 18:25:03 +0000 2018,0.6124,0.208,0.0,0.792,29
New_York_Times,"Breaking News: Anthony Kennedy is retiring from the Supreme Court. He was often the swing vote, and President Trump… https://t.co/ojdg7urbeq",Wed Jun 27 18:11:25 +0000 2018,0.5574,0.159,0.0,0.841,30
New_York_Times,Breaking News: The House overwhelmingly rejected a major immigration overhaul. A last-minute plea from President Tr… https://t.co/FaJ105bHjK,Wed Jun 27 18:00:01 +0000 2018,-0.5859,0.0,0.27,0.73,31
New_York_Times,Here’s a look at how each team can make the round of 16 https://t.co/FF4ZdmV9tn,Wed Jun 27 17:53:39 +0000 2018,0.0,0.0,0.0,1.0,32
New_York_Times,Both Brazil and Serbia are looking for a win in order to advance to the World Cup round of 16. Expect a competitive… https://t.co/R0oPoZy7sv,Wed Jun 27 17:51:56 +0000 2018,0.5859,0.153,0.0,0.847,33
New_York_Times,A member of Brazil's soccer federation was sent home to Brazil after smashing a glass on a fan's head. And you thou… https://t.co/Y4Qp3sr2BZ,Wed Jun 27 17:35:03 +0000 2018,0.0,0.0,0.0,1.0,34
New_York_Times,"Joe Jackson, the father and manager of the Jackson 5, has died https://t.co/ZWhxupoKYU",Wed Jun 27 17:20:10 +0000 2018,-0.5574,0.0,0.231,0.769,35
New_York_Times,"The man accused of driving his car into people protesting a white supremacist rally in Charlottesville, Virginia wa… https://t.co/uxsXz1QqDB",Wed Jun 27 17:06:46 +0000 2018,-0.5423,0.07,0.233,0.698,36
New_York_Times,Breaking News: President Trump and President Vladimir Putin of Russia will hold a summit soon. The planned meeting… https://t.co/gdRwE4Gd1z,Wed Jun 27 16:54:00 +0000 2018,0.0,0.0,0.0,1.0,37
New_York_Times,Breaking News: The Justice Department approved Disney's $71 billion bid for 21st Century Fox's assets. The decision… https://t.co/zWAST0A14E,Wed Jun 27 16:45:58 +0000 2018,0.7845,0.345,0.0,0.655,38
New_York_Times,"Bill Shine, ousted from Fox News for his handling of sexual harassment scandals, is expected to be offered the top… https://t.co/TZhweMpySJ",Wed Jun 27 16:28:06 +0000 2018,-0.7717,0.0,0.261,0.739,39
New_York_Times,"The California Supreme Court calls it a “barbaric” rule from a “bygone age."" But the felony murder rule is still th… https://t.co/q7lRQibKIB",Wed Jun 27 16:13:05 +0000 2018,-0.9001,0.075,0.369,0.556,40
New_York_Times,"Germany, the defending World Cup champion, lost to South Korea and failed to advance out of the group stage. Mexico… https://t.co/ath6QUMX4R",Wed Jun 27 15:58:45 +0000 2018,-0.1779,0.142,0.204,0.655,41
New_York_Times,"Video review has come to the World Cup, and it probably just knocked the defending champion Germany out of the tour… https://t.co/Jl9sDRbvIG",Wed Jun 27 15:56:33 +0000 2018,0.5994,0.157,0.0,0.843,42
New_York_Times,RT @nytopinion: Does Donald Trump fear foreigners invading America like he fears germs contaminating his body? Watch Episode 3 of @realtrum…,Wed Jun 27 15:53:06 +0000 2018,-0.5423,0.098,0.235,0.667,43
New_York_Times,Because Slack is down and you might have to actually talk to your coworkers ¯\_(ツ)_/¯ https://t.co/W52HIDHdEf,Wed Jun 27 15:49:03 +0000 2018,0.0,0.0,0.0,1.0,44
New_York_Times,A police officer was charged with criminal homicide in the fatal shooting of teenager Antwon Rose  https://t.co/0qvGG0RSQ4,Wed Jun 27 15:43:02 +0000 2018,-0.8271,0.0,0.401,0.599,45
New_York_Times,RT @randyNYT: Notice the accent marks on Mexico's World Cup jerseys? A New York Times editor @apchavira did that: https://t.co/7169yQMwqw,Wed Jun 27 15:33:04 +0000 2018,0.0,0.0,0.0,1.0,46
New_York_Times,"Germany probably advances in the World Cup with a win, but might not, and probably doesn’t advance with a loss, but… https://t.co/jAi6tGii3T",Wed Jun 27 15:23:06 +0000 2018,-0.1406,0.103,0.126,0.771,47
New_York_Times,"RT @HannaIngber: Our politics editor, @patrickhealynyt, is inviting readers to ask him questions about how we're covering the midterms. Ple…",Wed Jun 27 15:13:03 +0000 2018,0.3182,0.108,0.0,0.892,48
New_York_Times,Russia demonstrated that one response to fielding an unwelcome question is to ask a different question. And another… https://t.co/uaabtuxMS1,Wed Jun 27 15:03:06 +0000 2018,-0.4019,0.0,0.137,0.863,49
New_York_Times,"RT @mattfleg: Was just going back through some notes from our chat w/ @Ocasio2018 many weeks ago. This stood out: ""There’s this weird mascu…",Wed Jun 27 14:58:26 +0000 2018,-0.2204,0.0,0.075,0.925,50
New_York_Times,"""The violent act of a fan is sad,"" she wrote, but what is even worse, she added, is the reaction of those who do no… https://t.co/FYiFx0HKyj",Wed Jun 27 14:43:02 +0000 2018,-0.714,0.055,0.218,0.727,51
New_York_Times,Mexico and Sweden are hoping to clinch advancement to the second round of World Cup. Chicharito (Javier Hernandez)… https://t.co/gad8LqyAW5,Wed Jun 27 14:33:06 +0000 2018,0.4215,0.135,0.0,0.865,52
New_York_Times,"RT @mwolgelenter: “The enemies of a meat-based diet want to consign humanity to grains.” @alissanyt, on French butchers seeking protection…",Wed Jun 27 14:23:04 +0000 2018,-0.4404,0.06,0.149,0.791,53
New_York_Times,"Breaking News: The Supreme Court dealt a major blow to labor unions, ruling 5-4 that government workers can’t be re… https://t.co/Iyqs5AYU82",Wed Jun 27 14:13:14 +0000 2018,0.5574,0.159,0.0,0.841,54
New_York_Times,"RT @fstockman: A primer for what happened last night in NY. ‘Yes, I’m Running as a #Socialist.’ Why Candidates Are Embracing the Label in 2…",Wed Jun 27 14:00:05 +0000 2018,0.0,0.0,0.0,1.0,55
New_York_Times,"RT @NYTSports: The Mexican player known as ""Chucky"" has been a nightmare for opponents at the World Cup. And there may be more like him on…",Wed Jun 27 13:45:07 +0000 2018,0.4201,0.104,0.0,0.896,56
New_York_Times,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/eZoGJjSDeq,Wed Jun 27 13:31:02 +0000 2018,0.0,0.0,0.0,1.0,57
New_York_Times,The search for a dozen boys and their soccer coach trapped in a flooded cave complex has captivated Thailand https://t.co/1LQB1CFzM0,Wed Jun 27 13:21:06 +0000 2018,-0.2023,0.118,0.155,0.727,58
New_York_Times,"A year and a half after a New York Times correspondent was kicked out of Venezuela, he returned to see how people a… https://t.co/HtNogoyDhd",Wed Jun 27 13:10:41 +0000 2018,0.0,0.0,0.0,1.0,59
New_York_Times,Morning Briefing: Here's what you need to know to start your day https://t.co/EfR5ZryQxl https://t.co/zqewCJApCz,Wed Jun 27 13:00:19 +0000 2018,0.0,0.0,0.0,1.0,60
New_York_Times,"A shooting in which a woman gunned down four of her relatives, killing two, has rattled Hong Kong, a city where suc… https://t.co/xaDP4Jo42X",Wed Jun 27 12:44:03 +0000 2018,-0.6597,0.0,0.188,0.812,61
New_York_Times,"President Trump has chosen a more moderate approach to limit Chinese investments in the United States, rejecting mo… https://t.co/K423hIY9vc",Wed Jun 27 12:30:04 +0000 2018,-0.0516,0.128,0.138,0.734,62
New_York_Times,"""The unfortunate reality is that under the present system, migrant children are not accounted for with the same eff… https://t.co/bx2vRTeyEn",Wed Jun 27 12:16:06 +0000 2018,-0.4588,0.0,0.136,0.864,63
New_York_Times,A political revolution — or something like it — just rippled through New York City https://t.co/Y0F0wPNONI,Wed Jun 27 11:50:04 +0000 2018,0.3612,0.172,0.0,0.828,64
New_York_Times,The Korematsu ruling was an exceedingly rare modern example in which the Supreme Court explicitly upheld government… https://t.co/yUWSZBmg3Y,Wed Jun 27 11:41:06 +0000 2018,0.5574,0.175,0.0,0.825,65
New_York_Times,"Justice Sonia Sotomayor condemned the travel ban as ""harrowing"" and ""motivated by hostility and animus toward the M… https://t.co/JqxzB2lrOo",Wed Jun 27 11:30:03 +0000 2018,-0.5574,0.211,0.329,0.461,66
New_York_Times,RT @nytgraphics: Charts illustrating some of the effects of Trump's travel ban so far:  https://t.co/6a3wAmRUPn https://t.co/eqWjGnfI8r,Wed Jun 27 11:20:03 +0000 2018,-0.5574,0.0,0.194,0.806,67
New_York_Times,What the Supreme Court's endorsement of the travel ban says about the extent of the president's power https://t.co/jsDBQuSBQD,Wed Jun 27 11:11:07 +0000 2018,0.3182,0.241,0.147,0.612,68
New_York_Times,"Fact check: No, Democrats don't want ""open borders"" https://t.co/91CrZV9ahM",Wed Jun 27 11:00:06 +0000 2018,-0.3447,0.0,0.328,0.672,69
New_York_Times,Results for elections in 7 states https://t.co/MAme5UnNmP https://t.co/sXLPiAvuny,Wed Jun 27 10:44:06 +0000 2018,0.0,0.0,0.0,1.0,70
New_York_Times,"""I knew that it was long odds, and I knew that it was uphill, but I always knew it was possible,"" Alexandria Ocasio… https://t.co/Nhy8yHPad6",Wed Jun 27 10:30:12 +0000 2018,0.0,0.0,0.0,1.0,71
New_York_Times,"The seized items included $30 million in cash, 2,800 pairs of earrings, 2,200 rings, 2,100 bangles, 1,600 brooches,… https://t.co/zRJ8B871Xz",Wed Jun 27 10:16:02 +0000 2018,0.0,0.0,0.0,1.0,72
New_York_Times,Morning Briefing: Here's what you need to know to start your day https://t.co/aTMTe1uUWB https://t.co/e8MWX047Hr,Wed Jun 27 10:00:13 +0000 2018,0.0,0.0,0.0,1.0,73
New_York_Times,"""The odds are that Trump will deliver a G-7 performance. And I fear that we will come out of this summit with symbo… https://t.co/ARkcwTr80i",Wed Jun 27 09:44:02 +0000 2018,-0.4939,0.0,0.132,0.868,74
New_York_Times,"""It's surreal,"" Alexandria Ocasio-Cortez said as the votes were being tallied https://t.co/9QOMSSi0yQ",Wed Jun 27 09:30:06 +0000 2018,0.0,0.0,0.0,1.0,75
New_York_Times,"""There was no divine intervention here. Just hard, human work. Argentina made it. Messi made it,"" @RorySmith writes https://t.co/4vq9QC4Yhc",Wed Jun 27 09:15:07 +0000 2018,0.25,0.155,0.155,0.69,76
New_York_Times,"French butchers wrote that ""physical, verbal, and moral violence” against them was ""neither more nor less than a fo… https://t.co/ma5AGPkE3G",Wed Jun 27 09:00:04 +0000 2018,0.0,0.0,0.0,1.0,77
New_York_Times,"RT @nytimesworld: Remember the ""ecce homo"" in Spain that was one of the worst restoration projects in modern history? It has new competitio…",Wed Jun 27 08:44:01 +0000 2018,-0.6249,0.0,0.157,0.843,78
New_York_Times,"There's a lot of trash in the ocean these days. But which of these items is most frequently found on beaches?
• Str… https://t.co/816BGF7zsk",Wed Jun 27 08:30:09 +0000 2018,0.0,0.0,0.0,1.0,79
New_York_Times,RT @nytimesworld: Malta says it will let a rescue ship carrying hundreds of African migrants dock — if other European countries agree to ta…,Wed Jun 27 08:15:09 +0000 2018,0.7003,0.225,0.0,0.775,80
New_York_Times,"McKinsey is a keeper of secrets the world over. But in South Africa, its culture of confidentiality helped ensnare… https://t.co/fe85ixkHpJ",Wed Jun 27 08:02:02 +0000 2018,0.0,0.0,0.0,1.0,81
New_York_Times,These photos from the World Cup are missing one important element – the ball. See if you can guess where it was.… https://t.co/yTduHCwFOO,Wed Jun 27 07:47:08 +0000 2018,-0.1027,0.075,0.092,0.833,82
New_York_Times,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/5a5tfayiCs,Wed Jun 27 07:32:02 +0000 2018,0.0,0.0,0.0,1.0,83
New_York_Times,500 died. 50 villages destroyed. Tens of thousands displaced. Yet this is not a war zone. It is farm country in Nig… https://t.co/affhI8Tseq,Wed Jun 27 07:17:01 +0000 2018,-0.5653,0.109,0.235,0.656,84
New_York_Times,Who Is Alexandria Ocasio-Cortez? A Democratic Giant Slayer https://t.co/RKe0g4XUGF,Wed Jun 27 07:15:10 +0000 2018,0.0,0.0,0.0,1.0,85
New_York_Times,A dozen Australian politicians were treated to lavish overseas trips by a Chinese technology company that is alread… https://t.co/8vhhubGV8B,Wed Jun 27 07:02:04 +0000 2018,0.0,0.0,0.0,1.0,86
New_York_Times,RT @NYTScience: How spiders ride the wind https://t.co/OJJBFK9q1c https://t.co/xL9BUcotqG,Wed Jun 27 06:33:01 +0000 2018,0.0,0.0,0.0,1.0,87
New_York_Times,"In Italy, Immigrants Evoke Fear, Not Racism https://t.co/kLelNBZD33",Wed Jun 27 06:10:35 +0000 2018,0.0243,0.264,0.256,0.48,88
New_York_Times,"Remember the ""ecce homo"" painting in Spain that was called one of the worst restoration projects in modern history?… https://t.co/wZkdcsNXEr",Wed Jun 27 06:02:02 +0000 2018,-0.6249,0.0,0.177,0.823,89
New_York_Times,"RT @nytimesarts: ""You are causing suffering and division,"" David Lynch wrote to President Trump on Facebook. https://t.co/LGrlem92wF",Wed Jun 27 05:31:06 +0000 2018,-0.4767,0.0,0.162,0.838,90
New_York_Times,President Trump has often lauded Harley-Davidson as a U.S. icon and job creator. Now he's lashing out over its plan… https://t.co/4GXnm6bdzP,Wed Jun 27 05:03:07 +0000 2018,0.0,0.0,0.0,1.0,91
New_York_Times,Scientists have captured the clearest and most detailed image yet of Zika. The work could contribute to the develop… https://t.co/Te0E7JwNZd,Wed Jun 27 04:47:03 +0000 2018,0.0,0.0,0.0,1.0,92
New_York_Times,RT @nytimesarts: The American Library Association is dropping Laura Ingalls Wilder’s name from a prestigious children’s literature award be…,Wed Jun 27 04:32:03 +0000 2018,0.5423,0.171,0.0,0.829,93
New_York_Times,The U.S. must stop taking migrant children from their parents at the border and reunite separated families within 3… https://t.co/ROVpKjDX27,Wed Jun 27 04:12:36 +0000 2018,-0.296,0.0,0.104,0.896,94
New_York_Times,McKinsey rolled the dice on South Africa and lost. Here’s the story behind the biggest mistake in the consulting fi… https://t.co/w7TlqHkQQy,Wed Jun 27 04:02:04 +0000 2018,-0.5719,0.0,0.198,0.802,95
New_York_Times,RT @nytpolitics: Chief Justice John Roberts spoke clinically. Justice Stephen Breyer spoke analytically. Then it was Justice Sonia Sotomayo…,Wed Jun 27 03:51:06 +0000 2018,0.8807,0.389,0.0,0.611,96
New_York_Times,"Rare White Alligator Stolen During Fire That Killed 43 Reptiles, Officials Say https://t.co/PniipSRw1Z",Wed Jun 27 03:42:43 +0000 2018,-0.8779,0.0,0.502,0.498,97
New_York_Times,"Here's the 2018 election calendar 
https://t.co/x9wJt4d8o3",Wed Jun 27 03:32:05 +0000 2018,0.0,0.0,0.0,1.0,98
New_York_Times,"RT @nytopinion: From last week, the @nytopinion Editorial Board: Joseph Crowley has decades of experience that can serve his constituents w…",Wed Jun 27 03:17:02 +0000 2018,0.0,0.0,0.0,1.0,99
New_York_Times,"Utah election live results
https://t.co/90ls5wda5g",Wed Jun 27 03:02:05 +0000 2018,0.0,0.0,0.0,1.0,100
